paraphrase,id1,id2,sentence1,sentence2,text,is_paraphrase
1,121580,121626,"He told the jury Stubbs is a ""cold, calculating killer.""","District Attorney Dave Lupas reminded jurors that Stubbs is, ""a cold, calculating killer"".","He told the jury Stubbs is a ""cold, calculating killer."" District Attorney Dave Lupas reminded jurors that Stubbs is, ""a cold, calculating killer"".",true
1,2886301,2886361,NASA satellite images show that Arctic ice has been shrinking at the rate of nearly 10 percent a decade.,Researchers found that sea ice in the Arctic is disappearing at a rate of 9 percent each decade.,NASA satellite images show that Arctic ice has been shrinking at the rate of nearly 10 percent a decade. Researchers found that sea ice in the Arctic is disappearing at a rate of 9 percent each decade.,true
1,222647,222469,"Shares in Berkeley-based Xoma lost 77 cents, or 14 percent, to close at $4.72 each in trading on the Nasdaq Stock Market.","The share price of Berkeley-based Xoma lost 73 cents a share, or 13 percent, to $4.76 in afternoon trading on the Nasdaq Stock Market.","Shares in Berkeley-based Xoma lost 77 cents, or 14 percent, to close at $4.72 each in trading on the Nasdaq Stock Market. The share price of Berkeley-based Xoma lost 73 cents a share, or 13 percent, to $4.76 in afternoon trading on the Nasdaq Stock Market.",true
1,2377287,2377246,"Spring has arrived in Estonia -- we're back in Europe, Prime Minister Juhan Parts told a news conference on Sunday.","Spring has arrived in Estonia - we're back in Europe, Juhan Parts, prime minister, told a news conference last night.","Spring has arrived in Estonia -- we're back in Europe, Prime Minister Juhan Parts told a news conference on Sunday. Spring has arrived in Estonia - we're back in Europe, Juhan Parts, prime minister, told a news conference last night.",true
1,1458108,1458147,Kerry Kennedy Cuomo and Andrew Cuomo have been married 13 years.,Andrew Cuomo and Kerry Kennedy were married 13 years.,Kerry Kennedy Cuomo and Andrew Cuomo have been married 13 years. Andrew Cuomo and Kerry Kennedy were married 13 years.,true
1,2738677,2738741,"The rate of skin cancer has tripled since the 1950s in Norway and Sweden, according to the study.",The study also found that skin cancer nearly tripled in Norway and Sweden since the 1950s.,"The rate of skin cancer has tripled since the 1950s in Norway and Sweden, according to the study. The study also found that skin cancer nearly tripled in Norway and Sweden since the 1950s.",true
1,2240384,2240134,He planned Monday to formally announce the effort alongside several union presidents.,He plans to announce the effort formally tomorrow in Cincinnati alongside several union presidents.,He planned Monday to formally announce the effort alongside several union presidents. He plans to announce the effort formally tomorrow in Cincinnati alongside several union presidents.,true
0,581577,581596,"Shares of Mandalay closed down eight cents to $29.42, before the earnings were announced.",Shares of Mandalay closed down 8 cents at $29.42 Thursday.,"Shares of Mandalay closed down eight cents to $29.42, before the earnings were announced. Shares of Mandalay closed down 8 cents at $29.42 Thursday.",false
0,462816,462552,"Earlier Friday, Taiwan reported 55 new cases but no new deaths.","Yesterday, Taiwan reported 65 new cases, its biggest one-day increase yet.","Earlier Friday, Taiwan reported 55 new cases but no new deaths. Yesterday, Taiwan reported 65 new cases, its biggest one-day increase yet.",false
1,2661769,2661835,"Additionally, the new Server Admin tool is intended to make it easy for system administrators to set up, manage and monitor the services built into Panther Server.","In addition, Apple's new Server Admin tool makes it easy for system administrators to set up, manage and monitor the complete set of services built into Panther Server.","Additionally, the new Server Admin tool is intended to make it easy for system administrators to set up, manage and monitor the services built into Panther Server. In addition, Apple's new Server Admin tool makes it easy for system administrators to set up, manage and monitor the complete set of services built into Panther Server.",true
1,2046630,2046644,"The decision came a year after Whipple ended federal oversight of the district's racial balance, facilities, budget, and busing.","The decision came a year after Whipple ended federal oversight of school busing as well as the district's racial balance, facilities and budget.","The decision came a year after Whipple ended federal oversight of the district's racial balance, facilities, budget, and busing. The decision came a year after Whipple ended federal oversight of school busing as well as the district's racial balance, facilities and budget.",true
1,2852505,2852372,"He adds: ""She started beating me with her hands about the head until I ran into the other room.""","She started beating me with her hands about the head until I ran into the other room, Mr Gest says of one incident.","He adds: ""She started beating me with her hands about the head until I ran into the other room."" She started beating me with her hands about the head until I ran into the other room, Mr Gest says of one incident.",true
0,3417991,3417841,"The discoveries came a day after a package bomb burst into flames in the Bologna, Italy home of EU Commission President Romano Prodi, who was not injured.","The discoveries came after a package bomb went off in the Bologna, Italy home of EU Commission President Romano Prodi on Sunday.","The discoveries came a day after a package bomb burst into flames in the Bologna, Italy home of EU Commission President Romano Prodi, who was not injured. The discoveries came after a package bomb went off in the Bologna, Italy home of EU Commission President Romano Prodi on Sunday.",false
1,218945,218868,He also had management jobs at three space centers before being named director of Stennis.,Parsons held engineering management positions at three space centers before being named director of the Stennis center last August.,He also had management jobs at three space centers before being named director of Stennis. Parsons held engineering management positions at three space centers before being named director of the Stennis center last August.,true
0,2198624,2198903,"The NEA report, the ""Status of the American Public School Teacher,"" aims to help education groups shape their agendas.","The NEA report, ""Status of the American Public School Teacher,"" aims to help education groups shape their agendas and mold the country's image of teachers.","The NEA report, the ""Status of the American Public School Teacher,"" aims to help education groups shape their agendas. The NEA report, ""Status of the American Public School Teacher,"" aims to help education groups shape their agendas and mold the country's image of teachers.",false
1,1990975,1991132,Secretary of State Colin Powell designated the Chechen leader believed responsible for last year's hostage standoff in a Moscow theater as a threat to U.S. security Friday.,U.S. Secretary of State Colin Powell on Friday designated Chechen rebel leader Shamil Basayev a threat to the security of the United States and to U.S. citizens.,Secretary of State Colin Powell designated the Chechen leader believed responsible for last year's hostage standoff in a Moscow theater as a threat to U.S. security Friday. U.S. Secretary of State Colin Powell on Friday designated Chechen rebel leader Shamil Basayev a threat to the security of the United States and to U.S. citizens.,true
1,3444633,3444733,He added: ``I've never heard of more reprehensiblebehaviour by a doctor.,The Harrisons’ lawyer Paul LiCalsi said: “I’ve never heard of more reprehensible behaviour by a doctor.,He added: ``I've never heard of more reprehensiblebehaviour by a doctor. The Harrisons’ lawyer Paul LiCalsi said: “I’ve never heard of more reprehensible behaviour by a doctor.,true
1,1625779,1625975,"I am responsible for the approval process in my agency, he said in Friday's statement.","Second, I am responsible for the approval process in my agency.","I am responsible for the approval process in my agency, he said in Friday's statement. Second, I am responsible for the approval process in my agency.",true
1,622300,622384,"Meanwhile, the global death toll approached 770 with more than 8,300 people sickened since the severe acute respiratory syndrome virus first appeared in southern China in November.","The global death toll from SARS was at least 767, with more than 8,300 people sickened since the virus first appeared in southern China in November.","Meanwhile, the global death toll approached 770 with more than 8,300 people sickened since the severe acute respiratory syndrome virus first appeared in southern China in November. The global death toll from SARS was at least 767, with more than 8,300 people sickened since the virus first appeared in southern China in November.",true
1,1279583,1279615,"The anticipated global sales improvement in the month of June did not materialize, said Chief Financial Officer Robert Rivet.","The anticipated global sales improvement in the month of June did not materialize as we had anticipated, the company said.","The anticipated global sales improvement in the month of June did not materialize, said Chief Financial Officer Robert Rivet. The anticipated global sales improvement in the month of June did not materialize as we had anticipated, the company said.",true
1,2858095,2858170,"Goodyear's third-quarter earnings report, which had been scheduled to be released on Thursday, was postponed until November.","It canceled its third-quarter earnings announcement, which had been scheduled for this morning.","Goodyear's third-quarter earnings report, which had been scheduled to be released on Thursday, was postponed until November. It canceled its third-quarter earnings announcement, which had been scheduled for this morning.",true
1,3310210,3310286,"The announcement was made during the recording of a Christmas concert attended by top Vatican cardinals, bishops, and many elite from Italian society, witnesses said.","The broadside came during the recording on Saturday night of a Christmas concert attended by top Vatican cardinals, bishops and many elite of Italian society, witnesses said.","The announcement was made during the recording of a Christmas concert attended by top Vatican cardinals, bishops, and many elite from Italian society, witnesses said. The broadside came during the recording on Saturday night of a Christmas concert attended by top Vatican cardinals, bishops and many elite of Italian society, witnesses said.",true
1,99767,99742,"The British ambassador to the United Nations, Sir Jeremy Greenstock, is scheduled to lead a Security Council Mission to the region in mid-May.","Sir Jeremy Greenstock, the UK's ambassador to the UN, is due to lead a week-long Security Council mission to West Africa in mid-May.","The British ambassador to the United Nations, Sir Jeremy Greenstock, is scheduled to lead a Security Council Mission to the region in mid-May. Sir Jeremy Greenstock, the UK's ambassador to the UN, is due to lead a week-long Security Council mission to West Africa in mid-May.",true
1,2315720,2315696,"State Sen. Vi Simpson, former state and national Democratic chairman Joe Andrew are seeking the Democratic nomination.","Leading Democratic candidates are former state and national Democratic Chairman Joe Andrew and State Sen. Vi Simpson, Ellettsville.","State Sen. Vi Simpson, former state and national Democratic chairman Joe Andrew are seeking the Democratic nomination. Leading Democratic candidates are former state and national Democratic Chairman Joe Andrew and State Sen. Vi Simpson, Ellettsville.",true
1,228857,228818,"Coupling, an American version of a hit British comedy, will get the valuable Thursday 9:30 p.m. time slot.","Coupling, an American version of a hit British comedy, will couple with Friends on Thursdays.","Coupling, an American version of a hit British comedy, will get the valuable Thursday 9:30 p.m. time slot. Coupling, an American version of a hit British comedy, will couple with Friends on Thursdays.",true
1,1849905,1849875,"Instead of being reprimanded by court security officers, a smiling senior policeman shook hands with Mr Laczynski and patted him on the shoulder.","Instead of being reprimanded by court security officers, a senior policeman smiled and shook Mr Lacsynski's hand and patted him on the shoulder.","Instead of being reprimanded by court security officers, a smiling senior policeman shook hands with Mr Laczynski and patted him on the shoulder. Instead of being reprimanded by court security officers, a senior policeman smiled and shook Mr Lacsynski's hand and patted him on the shoulder.",true
1,1382183,1381827,Justice Anthony Kennedy dissented in an opinion joined by Chief Justice William Rehnquist and Justices Antonin Scalia and Clarence Thomas.,He was joined by Chief Justice William H. Rehnquist and Justices Antonin Scalia and Clarence Thomas.,Justice Anthony Kennedy dissented in an opinion joined by Chief Justice William Rehnquist and Justices Antonin Scalia and Clarence Thomas. He was joined by Chief Justice William H. Rehnquist and Justices Antonin Scalia and Clarence Thomas.,true
0,41036,41207,"Founded in 1996, the LendingTree exchange consists of more than 200 banks, lenders, and brokers.","LendingTree matches borrowers via the Internet with more than 200 mortgage brokers, banks and other lenders.","Founded in 1996, the LendingTree exchange consists of more than 200 banks, lenders, and brokers. LendingTree matches borrowers via the Internet with more than 200 mortgage brokers, banks and other lenders.",false
1,607219,607092,"The epidemic began in November in the mainland's Guangdong province, but the People's Republic of China refused to report truthfully about its spread for four months.","The PRC epidemic began in Guandong province in November, but the Communist Party government refused to report truthfully about its spread for four months.","The epidemic began in November in the mainland's Guangdong province, but the People's Republic of China refused to report truthfully about its spread for four months. The PRC epidemic began in Guandong province in November, but the Communist Party government refused to report truthfully about its spread for four months.",true
1,1916325,1916124,"Ximian brings Novell unparalleled expertise, strengthening our ability to work with [our] customers and leverage open source initiatives more constructively.""",Ximian brings Novell unparalleled Linux expertise . . . [and strengthens] our ability to work with and leverage open source initiatives more constructively.,"Ximian brings Novell unparalleled expertise, strengthening our ability to work with [our] customers and leverage open source initiatives more constructively."" Ximian brings Novell unparalleled Linux expertise . . . [and strengthens] our ability to work with and leverage open source initiatives more constructively.",true
0,2512881,2512837,Excluding legal fees and other charges it expected a loss of between 1 and 4 cents a share.,"Excluding litigation charges it made a profit of $7.8 million, or 10 cents a share.","Excluding legal fees and other charges it expected a loss of between 1 and 4 cents a share. Excluding litigation charges it made a profit of $7.8 million, or 10 cents a share.",false
1,2196784,2196874,"He said it was a mistake, and he reimbursed the party nearly $2,000.","The governor said the use of the credit card was a mistake, and has since reimbursed the party for the expense.","He said it was a mistake, and he reimbursed the party nearly $2,000. The governor said the use of the credit card was a mistake, and has since reimbursed the party for the expense.",true
1,3187659,3187625,"This will put a severe crimp in our reserves, O'Keefe said Friday during a roundtable discussion with reporters at NASA headquarters.","This is going to put a severe crimp in our reserves, O'Keefe said during a breakfast with reporters.","This will put a severe crimp in our reserves, O'Keefe said Friday during a roundtable discussion with reporters at NASA headquarters. This is going to put a severe crimp in our reserves, O'Keefe said during a breakfast with reporters.",true
1,725414,725148,She concludes that what her husband did was morally wrong but not a betrayal of the public.,Mrs Clinton said her husband action's were morally wrong but did not constitute a public betrayal.,She concludes that what her husband did was morally wrong but not a betrayal of the public. Mrs Clinton said her husband action's were morally wrong but did not constitute a public betrayal.,true
1,775031,775074,A prosecutor said investigators were searching his home in Muenster in the presence of his wife when news of his death arrived.,"Investigators were searching his home in Muenster in the presence of his wife when news of his death came, prosecutor Wolfgang Schweer said.","A prosecutor said investigators were searching his home in Muenster in the presence of his wife when news of his death arrived. Investigators were searching his home in Muenster in the presence of his wife when news of his death came, prosecutor Wolfgang Schweer said.",true
1,305630,305407,"The decades-long conflict has killed more than 10,000 people in the resource-rich province, most of them civilians.","More than 10,000 people, most of them civilians, have been killed in three decades of insurgency.","The decades-long conflict has killed more than 10,000 people in the resource-rich province, most of them civilians. More than 10,000 people, most of them civilians, have been killed in three decades of insurgency.",true
1,2221839,2221875,"UAL attorney James Sprayregen told a court hearing yesterday that it would submit a fresh business plan, but gave no indication of when.","UAL bankruptcy attorney James Sprayregen said at a court hearing the company will submit an updated business plan to the Air Transportation Stabilization Board, but gave no timeframe.","UAL attorney James Sprayregen told a court hearing yesterday that it would submit a fresh business plan, but gave no indication of when. UAL bankruptcy attorney James Sprayregen said at a court hearing the company will submit an updated business plan to the Air Transportation Stabilization Board, but gave no timeframe.",true
0,969513,969672,"The technology-laced Nasdaq Composite Index .IXIC declined 25.78 points, or 1.56 percent, to 1,627.84.","The broader Standard & Poor's 500 Index .SPX eased 7.57 points, or 0.76 percent, at 990.94.","The technology-laced Nasdaq Composite Index .IXIC declined 25.78 points, or 1.56 percent, to 1,627.84. The broader Standard & Poor's 500 Index .SPX eased 7.57 points, or 0.76 percent, at 990.94.",false
1,3189862,3189927,"Had the creditors turned down the bailout plan, LG Group might have been forced to close down its credit card business.","If the creditors turn down the bailout plan, LG Group may have to closedown its card business.","Had the creditors turned down the bailout plan, LG Group might have been forced to close down its credit card business. If the creditors turn down the bailout plan, LG Group may have to closedown its card business.",true
1,3394891,3394775,"Twenty-eight people were believed to have been spending Christmas Day with the caretaker of the St Sophia's camp, when the mudslide smashed into two cabins.","Twenty-seven people were believed to have been spending Christmas Day with the caretaker of Saint Sophia Camp, a Greek Orthodox facility, when the mudslide roared through.","Twenty-eight people were believed to have been spending Christmas Day with the caretaker of the St Sophia's camp, when the mudslide smashed into two cabins. Twenty-seven people were believed to have been spending Christmas Day with the caretaker of Saint Sophia Camp, a Greek Orthodox facility, when the mudslide roared through.",true
1,2319051,2319099,"The seven other nations in the initiative are Britain, Germany, Italy, the Netherlands, Poland, Portugal and Spain.","Other nations involved in the PSI include Germany, Italy, the Netherlands, Poland, Portugal, Spain and Britain.","The seven other nations in the initiative are Britain, Germany, Italy, the Netherlands, Poland, Portugal and Spain. Other nations involved in the PSI include Germany, Italy, the Netherlands, Poland, Portugal, Spain and Britain.",true
1,3261251,3261222,The remaining five men continue to be questioned under Section 17 of the Terrorism Act.,Three men and two women who were at the property were arrested under Section 41 of the Terrorism Act 2000.,The remaining five men continue to be questioned under Section 17 of the Terrorism Act. Three men and two women who were at the property were arrested under Section 41 of the Terrorism Act 2000.,true
0,3049126,3049112,The news sent Cisco shares on a tear in after-hours trading.,Cisco shares gained $1.28 in after-hours trading to $23.08.,The news sent Cisco shares on a tear in after-hours trading. Cisco shares gained $1.28 in after-hours trading to $23.08.,false
0,1741477,1742080,A view of the devastation left behind when a man drove his car through a crowded farmers market in Santa Monica on Wednesday.,The body of a victim lies under a yellow tarp in front of a car that plowed through a crowded farmers market in Santa Monica.,A view of the devastation left behind when a man drove his car through a crowded farmers market in Santa Monica on Wednesday. The body of a victim lies under a yellow tarp in front of a car that plowed through a crowded farmers market in Santa Monica.,false
1,1194276,1193886,"Neighboring Canada has just decided to legalize same-sex marriage, and they have high hopes that Massachusetts' supreme court will take a similar step soon.","Canada has just decided to legalize same-sex marriage, and they have high hope that Massachusetts' high court will take a similar step within a few weeks.","Neighboring Canada has just decided to legalize same-sex marriage, and they have high hopes that Massachusetts' supreme court will take a similar step soon. Canada has just decided to legalize same-sex marriage, and they have high hope that Massachusetts' high court will take a similar step within a few weeks.",true
0,1755939,1755914,"Bush is spending the weekend at his Crawford ranch, where he will play host to Italian Prime Minister Silvio Berlusconi.",He is to play host to Italian Prime Minister Silvio Berlusconi on Sunday and Monday.,"Bush is spending the weekend at his Crawford ranch, where he will play host to Italian Prime Minister Silvio Berlusconi. He is to play host to Italian Prime Minister Silvio Berlusconi on Sunday and Monday.",false
1,1904549,1904949,"Right now, only six states do: Arkansas, Michigan, Minnesota, New Jersey, Virginia, and Wisconsin.","Manuals produced by only six states _ Arkansas, Michigan, Minnesota, New Jersey, Virginia and Wisconsin _ now have such sections.","Right now, only six states do: Arkansas, Michigan, Minnesota, New Jersey, Virginia, and Wisconsin. Manuals produced by only six states _ Arkansas, Michigan, Minnesota, New Jersey, Virginia and Wisconsin _ now have such sections.",true
0,1822540,1822921,"But Adora Obi Nweze, the NAACP state president, said the state only tried to prove its conclusion of suicide, rather than consider the possibility of murder.","Adora Obi Nweze, the NAACP state president, said the state has refused to consider the possibility of murder.","But Adora Obi Nweze, the NAACP state president, said the state only tried to prove its conclusion of suicide, rather than consider the possibility of murder. Adora Obi Nweze, the NAACP state president, said the state has refused to consider the possibility of murder.",false
0,3171466,3171578,"The flu season has had an earlier onset than we've seen in many years, said Julie Gerberding, director of the Centers for Disease Control and Prevention in Atlanta.","We're seeing some very high levels of widespread flu infections in some places,"" said Dr. Julie Gerberding, director of the federal Centers for Disease Control and Prevention.","The flu season has had an earlier onset than we've seen in many years, said Julie Gerberding, director of the Centers for Disease Control and Prevention in Atlanta. We're seeing some very high levels of widespread flu infections in some places,"" said Dr. Julie Gerberding, director of the federal Centers for Disease Control and Prevention.",false
1,917965,918315,"For the second year in a row, rises in hospital costs accounted for much of the inflation, accounting for 51 percent of the overall cost increase.","For the second year in a row, rises in hospital costs dominated the increase, accounting for 51 percent of the overall cost spiral.","For the second year in a row, rises in hospital costs accounted for much of the inflation, accounting for 51 percent of the overall cost increase. For the second year in a row, rises in hospital costs dominated the increase, accounting for 51 percent of the overall cost spiral.",true
1,349160,349058,Spider-Man snatched $114.7 million in its debut last year and went on to capture $403.7 million.,"Spider-Man, rated PG-13, snatched $114.7 million in its first weekend and went on to take in $403.7 million.","Spider-Man snatched $114.7 million in its debut last year and went on to capture $403.7 million. Spider-Man, rated PG-13, snatched $114.7 million in its first weekend and went on to take in $403.7 million.",true
1,1852136,1852279,"The blue-chip Dow Jones industrial average .DJI edged down 28.08 points, or 0.3 percent, at 9,256.49.","The Dow Jones industrial average closed down 18.06, or 0.2 per cent, at 9266.51.","The blue-chip Dow Jones industrial average .DJI edged down 28.08 points, or 0.3 percent, at 9,256.49. The Dow Jones industrial average closed down 18.06, or 0.2 per cent, at 9266.51.",true
1,2108841,2108868,Telecommunications gear maker Lucent Technologies is being investigated by two federal agencies for possible violations of U.S. bribery laws in its operations in Saudi Arabia.,Two federal agencies are investigating telecommunications gear maker Lucent Technologies for possible violations of U.S. bribery laws in its operations in Saudi Arabia.,Telecommunications gear maker Lucent Technologies is being investigated by two federal agencies for possible violations of U.S. bribery laws in its operations in Saudi Arabia. Two federal agencies are investigating telecommunications gear maker Lucent Technologies for possible violations of U.S. bribery laws in its operations in Saudi Arabia.,true
1,3207268,3207178,They said: “We believe that the time has come for legislation to make public places smoke-free.,"The time has come to make public places smoke-free, they wrote in a letter to the Times newspaper.","They said: “We believe that the time has come for legislation to make public places smoke-free. The time has come to make public places smoke-free, they wrote in a letter to the Times newspaper.",true
1,1479614,1479631,But stocks have rallied sharply over the past 3-1/2 months amid hopes for an economic rebound later this year.,But stocks have roared higher in the past 3-1/2 months amid hopes for an economic rebound.,But stocks have rallied sharply over the past 3-1/2 months amid hopes for an economic rebound later this year. But stocks have roared higher in the past 3-1/2 months amid hopes for an economic rebound.,true
0,2490559,2490490,Daniel said it takes about two hours and 15 minutes to drive from his home to Nashville.,Daniel said D'Antonio left between 7:15 p.m. and 8 p.m and it takes about two hours to drive from his home to Nashville.,Daniel said it takes about two hours and 15 minutes to drive from his home to Nashville. Daniel said D'Antonio left between 7:15 p.m. and 8 p.m and it takes about two hours to drive from his home to Nashville.,false
1,1410941,1410923,"That doesn't mean to say it doesn't exist, said Mr. Chandler, but simply that his team hasn't uncovered evidence indicating such a link.","That doesn't mean to say it doesn't exist, Mr. Chandler said, but simply that his team has found no such evidence.","That doesn't mean to say it doesn't exist, said Mr. Chandler, but simply that his team hasn't uncovered evidence indicating such a link. That doesn't mean to say it doesn't exist, Mr. Chandler said, but simply that his team has found no such evidence.",true
0,3240212,3240174,"Proving that the Millville son's sacrifice would not go unsung, Mayor James Quinn ordered all city flags flown at half-mast for the next 30 days.","In Millville yesterday, Mayor James Quinn ordered all city flags flown at half-staff for the next 30 days.","Proving that the Millville son's sacrifice would not go unsung, Mayor James Quinn ordered all city flags flown at half-mast for the next 30 days. In Millville yesterday, Mayor James Quinn ordered all city flags flown at half-staff for the next 30 days.",false
1,349539,349129,"The previous weekend record for an R-rated film was $58 million for ""Hannibal.""","The previous biggest R rated opening was ""Hannibal's"" $58 million.","The previous weekend record for an R-rated film was $58 million for ""Hannibal."" The previous biggest R rated opening was ""Hannibal's"" $58 million.",true
1,1550880,1551024,"Late last year, for example, more than 1800 US soldiers were placed in Djibouti to conduct counter-terrorism operations in the Horn of Africa.","Since late last year, for example, more than 1,800 members of the American military have been placed in Djibouti to conduct counterterrorism operations in the Horn of Africa.","Late last year, for example, more than 1800 US soldiers were placed in Djibouti to conduct counter-terrorism operations in the Horn of Africa. Since late last year, for example, more than 1,800 members of the American military have been placed in Djibouti to conduct counterterrorism operations in the Horn of Africa.",true
1,1424734,1424584,United Nations Secretary-General Kofi Annan suggested on Monday that the United States should lead a multinational force to stop fighting between government forces and rebels in Liberia.,U.N. Secretary-General Kofi Annan on Saturday called for the urgent dispatch of a multinational force to Liberia to halt fighting between government and rebel forces that has killed hundreds.,United Nations Secretary-General Kofi Annan suggested on Monday that the United States should lead a multinational force to stop fighting between government forces and rebels in Liberia. U.N. Secretary-General Kofi Annan on Saturday called for the urgent dispatch of a multinational force to Liberia to halt fighting between government and rebel forces that has killed hundreds.,true
1,2352216,2351995,Both rebels and government forces have been accused of pillaging villages in Liberia's countryside despite the peace agreement.,"Both rebels and government forces, including those loyald to Taylor, have been accused of pillaging villages in Liberia's countryside despite a peace deal.","Both rebels and government forces have been accused of pillaging villages in Liberia's countryside despite the peace agreement. Both rebels and government forces, including those loyald to Taylor, have been accused of pillaging villages in Liberia's countryside despite a peace deal.",true
1,2204550,2204582,"Microsoft presented several options at the meeting, the consortium said in the statement.","Microsoft officials presented ""several options"" it is considering, the W3C posting said.","Microsoft presented several options at the meeting, the consortium said in the statement. Microsoft officials presented ""several options"" it is considering, the W3C posting said.",true
0,700603,700553,The Swedish central bank was also meeting on Wednesday and widely expected to announce a cut on Thursday.,"The Swedish central bank, also meeting on Wednesday, is widely expected to announce a cut on Thursday of as much as half a percentage point.","The Swedish central bank was also meeting on Wednesday and widely expected to announce a cut on Thursday. The Swedish central bank, also meeting on Wednesday, is widely expected to announce a cut on Thursday of as much as half a percentage point.",false
1,2226181,2226166,"There are a total of 659 women enrolled at the academy, the report said.",There were 659 women enrolled at the academy at the time of the survey.,"There are a total of 659 women enrolled at the academy, the report said. There were 659 women enrolled at the academy at the time of the survey.",true
0,138066,137972,But I do question the motives of a deskbound president who assumes the garb of a warrior for the purposes of a speech.,"Byrd, speaking from the Senate floor, said he questioned ""the motives of a deskbound president who assumes the garb of a warrior for purposes of a speech.""","But I do question the motives of a deskbound president who assumes the garb of a warrior for the purposes of a speech. Byrd, speaking from the Senate floor, said he questioned ""the motives of a deskbound president who assumes the garb of a warrior for purposes of a speech.""",false
1,3254507,3254576,U.S. same-store sales last months at Tim Hortons rose 8.8 per cent.,Tim Hortons' same-store sales in Canada rose by 6.7 per cent.,U.S. same-store sales last months at Tim Hortons rose 8.8 per cent. Tim Hortons' same-store sales in Canada rose by 6.7 per cent.,true
1,2141602,2141575,"Before Sunday, 19 firefighters assigned to wildfires had died on duty this year, according to Tracey Powers of the National Interagency Fire Center in Boise.","Before yesterday, 19 firefighters assigned to wildfires had died on duty this year, said Tracey Powers, spokeswoman for the National Interagency Fire Center in Boise.","Before Sunday, 19 firefighters assigned to wildfires had died on duty this year, according to Tracey Powers of the National Interagency Fire Center in Boise. Before yesterday, 19 firefighters assigned to wildfires had died on duty this year, said Tracey Powers, spokeswoman for the National Interagency Fire Center in Boise.",true
0,1910414,1910464,"The court then stayed that injunction, pending an appeal by the Canadian company.",The injunction was immediately stayed pending an appeal to the Federal Circuit Court of Appeals in Washington.,"The court then stayed that injunction, pending an appeal by the Canadian company. The injunction was immediately stayed pending an appeal to the Federal Circuit Court of Appeals in Washington.",false
0,2469350,2469343,"Smackdown, first organized by WWE, registered more than 400,000 voters for the 2000 presidential election.","Since the election, the group has registered more than 400,000 voters.","Smackdown, first organized by WWE, registered more than 400,000 voters for the 2000 presidential election. Since the election, the group has registered more than 400,000 voters.",false
1,1106299,1106238,President Bush and top officials in his administration cited the threat from Iraq's alleged chemical and biological weapons and nuclear weapons program as the main justification for going to war.,President George Bush and top administration officials cited the threat from Iraq's banned weapons programs as the main justification for war.,President Bush and top officials in his administration cited the threat from Iraq's alleged chemical and biological weapons and nuclear weapons program as the main justification for going to war. President George Bush and top administration officials cited the threat from Iraq's banned weapons programs as the main justification for war.,true
0,132072,131680,"She said Nelson heard someone shout, ""Let's get the Jew!""","Mr. Nelson heard people shout: ""There's a Jew.","She said Nelson heard someone shout, ""Let's get the Jew!"" Mr. Nelson heard people shout: ""There's a Jew.",false
1,2020252,2020081,"The worm attacks Windows computers via a hole in the operating system, an issue Microsoft on July 16 had warned about.","The worm attacks Windows computers via a hole in the operating system, which Microsoft warned of 16 July.","The worm attacks Windows computers via a hole in the operating system, an issue Microsoft on July 16 had warned about. The worm attacks Windows computers via a hole in the operating system, which Microsoft warned of 16 July.",true
1,1530052,1529676,"The losses occurred overnight in Willow Canyon, one of three areas in the Santa Catalina Mountains threatened by the 2-week-old fire that already had blackened 70,000 acres.","The losses occurred overnight in Willow Canyon, one of three areas in the Santa Catalina Mountains threatened by the resurgent Aspen fire.","The losses occurred overnight in Willow Canyon, one of three areas in the Santa Catalina Mountains threatened by the 2-week-old fire that already had blackened 70,000 acres. The losses occurred overnight in Willow Canyon, one of three areas in the Santa Catalina Mountains threatened by the resurgent Aspen fire.",true
1,1929473,1929176,"In Nairobi, Kenya, the Very Rev. Peter Karanja, provost of All Saints Cathedral, said the U.S. Episcopal Church ""is alienating itself from the Anglican Communion.""","The Episcopal Church ''is alienating itself from the Anglican Communion,'' said the Very Rev. Peter Karanja, provost of the All Saints Cathedral, in Nairobi.","In Nairobi, Kenya, the Very Rev. Peter Karanja, provost of All Saints Cathedral, said the U.S. Episcopal Church ""is alienating itself from the Anglican Communion."" The Episcopal Church ''is alienating itself from the Anglican Communion,'' said the Very Rev. Peter Karanja, provost of the All Saints Cathedral, in Nairobi.",true
0,969188,969295,"The broader Standard & Poor's 500 Index .SPX dropped 9.90 points, or 0.99 percent, to 988.61.","The technology-laced Nasdaq Composite Index was down 25.36 points, or 1.53 percent, at 1,628.26.","The broader Standard & Poor's 500 Index .SPX dropped 9.90 points, or 0.99 percent, to 988.61. The technology-laced Nasdaq Composite Index was down 25.36 points, or 1.53 percent, at 1,628.26.",false
1,2759796,2759805,"On the upside, Coca-Cola Co. (nyse: KO - news - people) reported higher profit for the quarter early on Thursday, helped by European demand.","Coca-Cola Co. (KO) reported higher profit for the quarter, helped by European demand, early on Thursday.","On the upside, Coca-Cola Co. (nyse: KO - news - people) reported higher profit for the quarter early on Thursday, helped by European demand. Coca-Cola Co. (KO) reported higher profit for the quarter, helped by European demand, early on Thursday.",true
