paraphrase,id1,id2,sentence1,sentence2,text,is_paraphrase
0,228824,228863,The long-running newsmagazine Dateline NBC has been cut from three to two airings per week and is searching for a replacement for retiring co-anchor Jane Pauley.,"The long-running newsmagazine Dateline NBC has been cut from three to two airings per week, losing its Tuesday berth.","The long-running newsmagazine Dateline NBC has been cut from three to two airings per week and is searching for a replacement for retiring co-anchor Jane Pauley. The long-running newsmagazine Dateline NBC has been cut from three to two airings per week, losing its Tuesday berth.",False
1,2794695,2794721,"General Myers told reporters that ""at first blush, it doesn't look like any rules were broken"".","At first blush, it doesn't look like any rules were broken, said Gen. Richard Myers, chairman of the Joint Chiefs of Staff.","General Myers told reporters that ""at first blush, it doesn't look like any rules were broken"". At first blush, it doesn't look like any rules were broken, said Gen. Richard Myers, chairman of the Joint Chiefs of Staff.",True
1,722302,721936,It also said it expects a civil complaint by the Securities and Exchange Commission.,Stewart also faces a separate investigation by the Securities and Exchange Commission.,It also said it expects a civil complaint by the Securities and Exchange Commission. Stewart also faces a separate investigation by the Securities and Exchange Commission.,True
0,2324704,2325023,Friday's report raised new worries that a weak job market could shackle the budding economic recovery despite a slight improvement in the overall unemployment rate.,"U.S. companies slashed payrolls for a seventh straight month in August, raising new worries that a weak jobs market could shackle the budding economic recovery.","Friday's report raised new worries that a weak job market could shackle the budding economic recovery despite a slight improvement in the overall unemployment rate. U.S. companies slashed payrolls for a seventh straight month in August, raising new worries that a weak jobs market could shackle the budding economic recovery.",False
1,2635090,2635234,Experts said the case marks one of the first times in which a parent was charged with contributing to a child's suicide.,Legal experts say the case may mark the first time a parent has been convicted of contributing to a child's suicide.,Experts said the case marks one of the first times in which a parent was charged with contributing to a child's suicide. Legal experts say the case may mark the first time a parent has been convicted of contributing to a child's suicide.,True
1,1263434,1263562,Only two bidders of the six have expressed interest in the whole pie - oil tycoon Marvin Davis and Seagram heir Edgar Bronfman Jr.,Only two of the bidders have so far expressed interest in buying all the assets -- Davis and Bronfman.,Only two bidders of the six have expressed interest in the whole pie - oil tycoon Marvin Davis and Seagram heir Edgar Bronfman Jr. Only two of the bidders have so far expressed interest in buying all the assets -- Davis and Bronfman.,True
1,621407,621315,The findings were reported online in the June 1 edition of scientific journal Nature Medicine.,The findings are published in today's edition of the journal Nature Medicine.,The findings were reported online in the June 1 edition of scientific journal Nature Medicine. The findings are published in today's edition of the journal Nature Medicine.,True
0,490018,490064,"UBS Warburg downgraded Altria, a Dow member, to ""neutral"" from ""buy,"" based on valuation.","It fell 0.5 percent after UBS downgraded it to ""neutral"" from ""buy,"" citing valuation.","UBS Warburg downgraded Altria, a Dow member, to ""neutral"" from ""buy,"" based on valuation. It fell 0.5 percent after UBS downgraded it to ""neutral"" from ""buy,"" citing valuation.",False
1,2266154,2266086,The stock has risen 44 cents in recent days.,The stock had risen 44 cents in the past four trading sessions.,The stock has risen 44 cents in recent days. The stock had risen 44 cents in the past four trading sessions.,True
1,679580,679663,The winner of the Williams-Mauresmo match will play the winner of Justine Henin-Hardenne vs. Chanda Rubin.,The Williams-Mauresmo winner will play the winner of the match between Justine Henin-Hardenne and Chanda Rubin.,The winner of the Williams-Mauresmo match will play the winner of Justine Henin-Hardenne vs. Chanda Rubin. The Williams-Mauresmo winner will play the winner of the match between Justine Henin-Hardenne and Chanda Rubin.,True
1,2688145,2688162,"In that position, Elias will report to Joe Tucci, president and CEO of EMC.","As executive vice president of new ventures, Elias will report to Joe Tucci, EMC's president and chief executive.","In that position, Elias will report to Joe Tucci, president and CEO of EMC. As executive vice president of new ventures, Elias will report to Joe Tucci, EMC's president and chief executive.",True
1,2522124,2522202,"The juvenile arrested yesterday allegedly authored a variant of the worm known as ""RPCSDBOT.""","The variant the juvenile allegedly created was known as ""RPCSDBOT.""","The juvenile arrested yesterday allegedly authored a variant of the worm known as ""RPCSDBOT."" The variant the juvenile allegedly created was known as ""RPCSDBOT.""",True
0,1796330,1795954,Officials at Mortazavi's office and the judiciary declined to respond to Reuters' requests for comment on the accusations.,Judiciary officials did not immediately respond to Reuters' requests for comment on the criticism of Mortazavi's appointment.,Officials at Mortazavi's office and the judiciary declined to respond to Reuters' requests for comment on the accusations. Judiciary officials did not immediately respond to Reuters' requests for comment on the criticism of Mortazavi's appointment.,False
1,2222013,2222000,"In other words, Cablevision is obligated to pay for YES Network's lawsuit against Time Warner Cable.","Ironically, Cablevision will be footing the bill for YES' lawsuit against Time Warner Cable.","In other words, Cablevision is obligated to pay for YES Network's lawsuit against Time Warner Cable. Ironically, Cablevision will be footing the bill for YES' lawsuit against Time Warner Cable.",True
1,1072674,1072425,"O'Brien's attorney, Jordan Green, declined to comment.","Jordan Green, O'Brien's private attorney, said he had no comment.","O'Brien's attorney, Jordan Green, declined to comment. Jordan Green, O'Brien's private attorney, said he had no comment.",True
0,2798493,2798323,The high profile two-week campaign – which started on September 28 – was designed to show a strong police presence around London.,"The high profile, two-week campaign was designed to show a strong police presence around London and resulted in 42 arrests, which a spokesman said was ""pretty impressive"".","The high profile two-week campaign – which started on September 28 – was designed to show a strong police presence around London. The high profile, two-week campaign was designed to show a strong police presence around London and resulted in 42 arrests, which a spokesman said was ""pretty impressive"".",False
0,67983,68260,The Supreme Court agreed Monday in Illinois vs. Telemarketing Associates.,"The case decided Monday centered around an Illinois fund-raiser, Telemarketing Associates.","The Supreme Court agreed Monday in Illinois vs. Telemarketing Associates. The case decided Monday centered around an Illinois fund-raiser, Telemarketing Associates.",False
1,2336453,2336545,Federal Emergency Management Administration designated $20 million to establish the registry.,The registry was launched with $20 million from the Federal Emergency Management Agency.,Federal Emergency Management Administration designated $20 million to establish the registry. The registry was launched with $20 million from the Federal Emergency Management Agency.,True
1,1515035,1515071,"After what happened here ... it's tacky and unpatriotic, said JoAnn Marquis, visiting the site with her husband from Salem, Mass.","It's nasty, said JoAnn Marquis, visiting with her husband from Salem, Mass. ""After what happened here .","After what happened here ... it's tacky and unpatriotic, said JoAnn Marquis, visiting the site with her husband from Salem, Mass. It's nasty, said JoAnn Marquis, visiting with her husband from Salem, Mass. ""After what happened here .",True
1,702468,702500,"Dan brings to Coca-Cola enormous experience in managing some of the world's largest and most familiar brands, Heyer said in a statement.","In a statement, Heyer said, ""Dan brings to Coca-Cola enormous experience in managing some of the world's largest and most familiar brands.","Dan brings to Coca-Cola enormous experience in managing some of the world's largest and most familiar brands, Heyer said in a statement. In a statement, Heyer said, ""Dan brings to Coca-Cola enormous experience in managing some of the world's largest and most familiar brands.",True
1,3052360,3052505,"I still want to be the candidate for guys with Confederate flags in their pickup trucks, Dean said Friday in a telephone interview from New Hampshire.","I still want to be the candidate for guys with Confederate flags in their pickup trucks, he told The Des Moines Register.","I still want to be the candidate for guys with Confederate flags in their pickup trucks, Dean said Friday in a telephone interview from New Hampshire. I still want to be the candidate for guys with Confederate flags in their pickup trucks, he told The Des Moines Register.",True
1,397102,397138,"At last week's meeting with U.S. President George W. Bush, Roh said inter-Korean exchanges would be ""conducted in light of developments on the North Korean nuclear issue.""","The two leaders said inter-Korean exchanges would be ""conducted in light of developments on the North Korean nuclear issue"".","At last week's meeting with U.S. President George W. Bush, Roh said inter-Korean exchanges would be ""conducted in light of developments on the North Korean nuclear issue."" The two leaders said inter-Korean exchanges would be ""conducted in light of developments on the North Korean nuclear issue"".",True
1,3070940,3070964,Thousands of people in the South of England caught a glimpse of a lunar eclipse as they gazed up at the sky on Saturday night.,Thousands of people in the South of England caught a glimpse of the lunar eclipse as they gazed up at the night sky early today.,Thousands of people in the South of England caught a glimpse of a lunar eclipse as they gazed up at the sky on Saturday night. Thousands of people in the South of England caught a glimpse of the lunar eclipse as they gazed up at the night sky early today.,True
1,1330508,1330636,"It should have reported that it was sailing with an atomic bomb cargo, Anomeritis said, referring to the quantity of explosives on board.","It should have declared that it was sailing with a cargo that was like an atomic bomb, said Anomeritis.","It should have reported that it was sailing with an atomic bomb cargo, Anomeritis said, referring to the quantity of explosives on board. It should have declared that it was sailing with a cargo that was like an atomic bomb, said Anomeritis.",True
0,2228733,2228854,"The average American makes four trips a day, 45 percent for shopping or errands.",Nearly half - 45 percent - are for shopping or running errands.,"The average American makes four trips a day, 45 percent for shopping or errands. Nearly half - 45 percent - are for shopping or running errands.",False
0,1651582,1651639,"Among Fox viewers, 41 percent describe themselves as Republicans, 24 percent as Democrats and 30 percent as Independents.","Among CNN viewers, 29 percent said they were Republicans and 36 percent called themselves conservatives.","Among Fox viewers, 41 percent describe themselves as Republicans, 24 percent as Democrats and 30 percent as Independents. Among CNN viewers, 29 percent said they were Republicans and 36 percent called themselves conservatives.",False
1,1110070,1109913,Tehran has said it will only sign the protocol if a ban on imports of peaceful Western nuclear technology is lifted.,Tehran has made clear it will only sign the Additional Protocol introducing such inspections if a ban on the import of civilian Western nuclear technology is lifted.,Tehran has said it will only sign the protocol if a ban on imports of peaceful Western nuclear technology is lifted. Tehran has made clear it will only sign the Additional Protocol introducing such inspections if a ban on the import of civilian Western nuclear technology is lifted.,True
0,1091525,1091318,"Likewise, the 30-year bond <US30YT=RR> slid 1-11/32 for a yield of 4.38 percent, up from 4.30 percent.","The 30-year bond US30YT=RR jumped 20/32, taking its yield to 4.14 percent from 4.18 percent.","Likewise, the 30-year bond <US30YT=RR> slid 1-11/32 for a yield of 4.38 percent, up from 4.30 percent. The 30-year bond US30YT=RR jumped 20/32, taking its yield to 4.14 percent from 4.18 percent.",False
1,1438505,1438576,PeopleSoft has consistently maintained that the proposed combination of PeopleSoft and Oracle faces substantial regulatory delays and a significant likelihood that the transaction would be prohibited.,PeopleSoft has argued that an Oracle takeover would face substantial regulatory delays and a significant likelihood that the transaction would be prohibited.,PeopleSoft has consistently maintained that the proposed combination of PeopleSoft and Oracle faces substantial regulatory delays and a significant likelihood that the transaction would be prohibited. PeopleSoft has argued that an Oracle takeover would face substantial regulatory delays and a significant likelihood that the transaction would be prohibited.,True
1,2654352,2654328,"We do not want to stand by and let a credit card lynching take place, declared Rep. Major Owens (D-Brooklyn).","We don't want to stand by and see a credit card lynching take place, he said.","We do not want to stand by and let a credit card lynching take place, declared Rep. Major Owens (D-Brooklyn). We don't want to stand by and see a credit card lynching take place, he said.",True
1,403034,402965,Two Atlanta companies that have not been accused of wrongdoing -- Delta Air Lines Inc. and the Home Depot -- were mentioned as having excessive pay packages for its CEOs.,Two Atlanta-based companies that have not been accused of wrongdoing -- Delta Air Lines and Home Depot -- were also mentioned by witnesses as having excessive pay packages for CEOs.,Two Atlanta companies that have not been accused of wrongdoing -- Delta Air Lines Inc. and the Home Depot -- were mentioned as having excessive pay packages for its CEOs. Two Atlanta-based companies that have not been accused of wrongdoing -- Delta Air Lines and Home Depot -- were also mentioned by witnesses as having excessive pay packages for CEOs.,True
0,2081805,2081712,The Securities and Exchange Commission has also initiated an informal probe of Coke.,That federal investigation is separate from an informal inquiry by the Securities and Exchange Commission.,The Securities and Exchange Commission has also initiated an informal probe of Coke. That federal investigation is separate from an informal inquiry by the Securities and Exchange Commission.,False
0,2164706,2164291,At least two dozen people were killed and scores injured.,More than a dozen people were killed in those attacks.,At least two dozen people were killed and scores injured. More than a dozen people were killed in those attacks.,False
1,3437630,3437425,"Two partners in Grant Thornton's Italian business were arrested last week and questioned by magistrates investigating the collapse of Parmalat, the Italian dairy company.",Two partners in Grant Thornton's Italian business have been arrested and are being questioned by magistrates over the collapse of the giant food group.,"Two partners in Grant Thornton's Italian business were arrested last week and questioned by magistrates investigating the collapse of Parmalat, the Italian dairy company. Two partners in Grant Thornton's Italian business have been arrested and are being questioned by magistrates over the collapse of the giant food group.",True
0,3181243,3181212,Both were declared dead about 6 p.m. at Brookdale University Hospital and Medical Center.,"Both shooting victims were rushed to Brookdale University Hospital Medical Center, where they died a short time later.","Both were declared dead about 6 p.m. at Brookdale University Hospital and Medical Center. Both shooting victims were rushed to Brookdale University Hospital Medical Center, where they died a short time later.",False
1,1353127,1353139,"More than 1,000 people staged mostly peaceful protests during the talks, proclaiming that genetically modified foods weren't the answer to the world's food problems.","More than 1,000 people rallied over three days, proclaiming that genetically modified foods weren't the answer to the world's food problems.","More than 1,000 people staged mostly peaceful protests during the talks, proclaiming that genetically modified foods weren't the answer to the world's food problems. More than 1,000 people rallied over three days, proclaiming that genetically modified foods weren't the answer to the world's food problems.",True
0,2578398,2578422,"In terms of format, DVD music took off while legitimate online music broadened its reach, the IFPI said.","DVD music took off, accounting for more than five percent of sales, and legitimate online music broadened its reach.","In terms of format, DVD music took off while legitimate online music broadened its reach, the IFPI said. DVD music took off, accounting for more than five percent of sales, and legitimate online music broadened its reach.",False
0,3179542,3179284,"This blackout was largely preventable, Energy Secretary Spencer Abraham said.","Things go wrong, U.S. Energy Secretary Spencer Abraham said Wednesday at the Department of Energy.","This blackout was largely preventable, Energy Secretary Spencer Abraham said. Things go wrong, U.S. Energy Secretary Spencer Abraham said Wednesday at the Department of Energy.",False
0,3391807,3391585,"He is a brother to three-year-old Mia, from Kate's first marriage, to film producer Jim Threapleton.","Winslet, 28, has a three-year-old daughter Mia by her first husband, British film producer Jim Threapleton.","He is a brother to three-year-old Mia, from Kate's first marriage, to film producer Jim Threapleton. Winslet, 28, has a three-year-old daughter Mia by her first husband, British film producer Jim Threapleton.",False
1,3264605,3264648,"The jury verdict, reached Wednesday after less than four hours of deliberation, followed a 2 1/2 week trial, during which Waagner represented himself.","The quick conviction followed a 2 1/2 week trial, during which the Venango County man represented himself.","The jury verdict, reached Wednesday after less than four hours of deliberation, followed a 2 1/2 week trial, during which Waagner represented himself. The quick conviction followed a 2 1/2 week trial, during which the Venango County man represented himself.",True
1,3214345,3214707,"As part of a 2001 agreement to extradite them from Canada, prosecutors agreed not to seek the death penalty.","As part of the agreement to extradite the two best friends from Canada, prosecutors agreed not to seek the death penalty for convictions.","As part of a 2001 agreement to extradite them from Canada, prosecutors agreed not to seek the death penalty. As part of the agreement to extradite the two best friends from Canada, prosecutors agreed not to seek the death penalty for convictions.",True
1,3015455,3015474,"The timing of [the miniseries] is absolutely staggering to me, Nancy Reagan said in a statement to Fox News Channel last week.","Nancy Reagan issued a statement last week to the Fox News Channel saying, ""The timing of [the miniseries] is absolutely staggering to me.","The timing of [the miniseries] is absolutely staggering to me, Nancy Reagan said in a statement to Fox News Channel last week. Nancy Reagan issued a statement last week to the Fox News Channel saying, ""The timing of [the miniseries] is absolutely staggering to me.",True
1,2362695,2362754,The worst-affected area was South Kyongsang province where at least 15 people drowned and roads were swept away.,The worst affected area was South Kyeongsang province where at least 15 people drowned and roads were swept away in mud sides.,The worst-affected area was South Kyongsang province where at least 15 people drowned and roads were swept away. The worst affected area was South Kyeongsang province where at least 15 people drowned and roads were swept away in mud sides.,True
0,2115214,2115266,"In a statement distributed Friday, 28 Chechen non-governmental organizations said they would boycott the vote.","In a statement distributed today, 28 Chechen non-governmental organisations said they would boycott the vote and warned voters to expect fraud.","In a statement distributed Friday, 28 Chechen non-governmental organizations said they would boycott the vote. In a statement distributed today, 28 Chechen non-governmental organisations said they would boycott the vote and warned voters to expect fraud.",False
0,2396342,2396238,It may suggest that the exchange give up its regulatory powers.,It has no jurisdiction over his pay but does oversee the exchange's regulatory powers.,It may suggest that the exchange give up its regulatory powers. It has no jurisdiction over his pay but does oversee the exchange's regulatory powers.,False
1,2672867,2672777,Some women are also concerned that so many women are turning to cosmetic surgery in a quest for bodily perfection.,Some women also express concern about a society in which more people than ever are turning to cosmetic surgery in a quest for bodily perfection.,Some women are also concerned that so many women are turning to cosmetic surgery in a quest for bodily perfection. Some women also express concern about a society in which more people than ever are turning to cosmetic surgery in a quest for bodily perfection.,True
1,684499,684698,"Defence lawyers sought to have those charges thrown out, claiming the Bali court had no jurisdiction over those crimes.","Defence lawyers sought to have those charges thrown out, claiming the Bali court hearing Mr Samudra's case did not have jurisdiction over those crimes.","Defence lawyers sought to have those charges thrown out, claiming the Bali court had no jurisdiction over those crimes. Defence lawyers sought to have those charges thrown out, claiming the Bali court hearing Mr Samudra's case did not have jurisdiction over those crimes.",True
1,1341941,1341915,Prosecutors filed a motion informing Lee they intend to seek the death penalty.,He added that prosecutors will seek the death penalty.,Prosecutors filed a motion informing Lee they intend to seek the death penalty. He added that prosecutors will seek the death penalty.,True
1,3254507,3254576,U.S. same-store sales last months at Tim Hortons rose 8.8 per cent.,Tim Hortons' same-store sales in Canada rose by 6.7 per cent.,U.S. same-store sales last months at Tim Hortons rose 8.8 per cent. Tim Hortons' same-store sales in Canada rose by 6.7 per cent.,True
1,2461524,2461528,"The updated 64-bit operating system, Windows XP 64-Bit Edition for 64-Bit Extended Systems, will run natively on AMD Athlon 64 processor-powered desktops and AMD Opteron processor-powered workstations.","Windows XP 64-bit Edition for 64-Bit Extended Systems will support AMD64 technology, running natively on AMD Athlon 64 powered desktops and AMD Opteron processor-powered workstations.","The updated 64-bit operating system, Windows XP 64-Bit Edition for 64-Bit Extended Systems, will run natively on AMD Athlon 64 processor-powered desktops and AMD Opteron processor-powered workstations. Windows XP 64-bit Edition for 64-Bit Extended Systems will support AMD64 technology, running natively on AMD Athlon 64 powered desktops and AMD Opteron processor-powered workstations.",True
1,1741621,1742071,In 1999 a California legislator proposed a law requiring driving tests for those over the age of 75 who sought to renew their licenses.,In 1999 a California state senator proposed a law requiring motorists over the age of 75 to take driving tests to renew their licenses.,In 1999 a California legislator proposed a law requiring driving tests for those over the age of 75 who sought to renew their licenses. In 1999 a California state senator proposed a law requiring motorists over the age of 75 to take driving tests to renew their licenses.,True
0,41036,41207,"Founded in 1996, the LendingTree exchange consists of more than 200 banks, lenders, and brokers.","LendingTree matches borrowers via the Internet with more than 200 mortgage brokers, banks and other lenders.","Founded in 1996, the LendingTree exchange consists of more than 200 banks, lenders, and brokers. LendingTree matches borrowers via the Internet with more than 200 mortgage brokers, banks and other lenders.",False
0,2413963,2414227,"I'm disgusted, physically sick in the stomach, said Brent Newbury, president of the Rockland County Patrolmen's Benevolent Association.","The whole thing is a travesty, fumed Brent Newbury, president of the Rockland County Patrolmen's Benevolent Association.","I'm disgusted, physically sick in the stomach, said Brent Newbury, president of the Rockland County Patrolmen's Benevolent Association. The whole thing is a travesty, fumed Brent Newbury, president of the Rockland County Patrolmen's Benevolent Association.",False
1,2189818,2189911,"Sixteen days later, as superheated air from the shuttle's reentry rushed into the damaged wing, ""there was no possibility for crew survival,"" the board said.","Sixteen days later, as superheated air from the shuttle’s re-entry rushed into the damaged wing, ‘‘there was no possibility for crew survival,’’ the board said.","Sixteen days later, as superheated air from the shuttle's reentry rushed into the damaged wing, ""there was no possibility for crew survival,"" the board said. Sixteen days later, as superheated air from the shuttle’s re-entry rushed into the damaged wing, ‘‘there was no possibility for crew survival,’’ the board said.",True
0,1244619,1244520,"Scribner's body was found floating in the city's Portage Bay, where he lived with his wife in a houseboat.","A kayaker found Dr. Scribner's body floating near the doctor's houseboat in Portage Bay, where he was eating lunch when his wife, Ethel, left for an appointment.","Scribner's body was found floating in the city's Portage Bay, where he lived with his wife in a houseboat. A kayaker found Dr. Scribner's body floating near the doctor's houseboat in Portage Bay, where he was eating lunch when his wife, Ethel, left for an appointment.",False
1,98432,98657,The attack followed several days of disturbances in the city where American soldiers exchanged fire with an unknown number of attackers as civilians carried out demonstrations against the American presence.,The attack came after several days of disturbance in the city in which U.S. soldiers exchanged fire with an unknown number of attackers as civilians protested the American presence.,The attack followed several days of disturbances in the city where American soldiers exchanged fire with an unknown number of attackers as civilians carried out demonstrations against the American presence. The attack came after several days of disturbance in the city in which U.S. soldiers exchanged fire with an unknown number of attackers as civilians protested the American presence.,True
0,2238105,2238012,And the First Amendment doesn't say that the free exercise of religion is allowed — except in government buildings.,The amendment deals with the free exercise of religion versus the government establishment of a religion.,And the First Amendment doesn't say that the free exercise of religion is allowed — except in government buildings. The amendment deals with the free exercise of religion versus the government establishment of a religion.,False
1,426112,426210,"This integrates with Rational PurifyPlus and allows developers to work in supported versions of Java, Visual C# and Visual Basic .NET.","IBM said the Rational products were also integrated with Rational PurifyPlus, which allows developers to work in Java, Visual C# and VisualBasic .Net.","This integrates with Rational PurifyPlus and allows developers to work in supported versions of Java, Visual C# and Visual Basic .NET. IBM said the Rational products were also integrated with Rational PurifyPlus, which allows developers to work in Java, Visual C# and VisualBasic .Net.",True
0,394015,394435,"One question was whether France, which infuriated Washington by leading the charge against U.N. authorization for the war, would vote ""Yes"" or abstain.","France, which infuriated Washington by leading the charge against U.N. approval for the war, also sought changes.","One question was whether France, which infuriated Washington by leading the charge against U.N. authorization for the war, would vote ""Yes"" or abstain. France, which infuriated Washington by leading the charge against U.N. approval for the war, also sought changes.",False
1,20674,20598,"Kevin Rollins, Dell's president, received $770,962 in salary and a bonus of just more than $2-million in fiscal 2003.","Dell made $950,000 in salary and nearly $2.5 million in bonus pay during the fiscal year.","Kevin Rollins, Dell's president, received $770,962 in salary and a bonus of just more than $2-million in fiscal 2003. Dell made $950,000 in salary and nearly $2.5 million in bonus pay during the fiscal year.",True
1,2288200,2288297,Russian and Saudi officials on Monday signed a five-year agreement on cooperation in the oil and gas sector.,"After talks, Russian and Saudi energy ministers signed a five-year agreement on cooperation in the oil and gas industry.","Russian and Saudi officials on Monday signed a five-year agreement on cooperation in the oil and gas sector. After talks, Russian and Saudi energy ministers signed a five-year agreement on cooperation in the oil and gas industry.",True
0,2776997,2776959,"The three chains have replaced most of the 70,000 striking workers with temporary employees to keep their stores open.","The supermarket chains have used managers and replacement workers to keep their stores open, often at reduced hours.","The three chains have replaced most of the 70,000 striking workers with temporary employees to keep their stores open. The supermarket chains have used managers and replacement workers to keep their stores open, often at reduced hours.",False
0,1056720,1056700,"Most of the alleged spammers engaged in fraudulent or deceptive practices, said Brad Smith, Microsoft's senior VP and general counsel.","Spam knows no borders, said Brad Smith, Microsoft's senior vice-president and general counsel.","Most of the alleged spammers engaged in fraudulent or deceptive practices, said Brad Smith, Microsoft's senior VP and general counsel. Spam knows no borders, said Brad Smith, Microsoft's senior vice-president and general counsel.",False
0,191355,191501,Taiwan reported 18 additional cases giving it a total of 149 cases and 13 deaths.,"On Thursday, Taiwan reported 131 suspected cases of the disease -- up 11 cases from a day earlier.","Taiwan reported 18 additional cases giving it a total of 149 cases and 13 deaths. On Thursday, Taiwan reported 131 suspected cases of the disease -- up 11 cases from a day earlier.",False
0,1911604,1911550,"Variable annuity sales were $4.2 billion, 82 percent higher than a year ago.",Variable annuity sales surged 82 percent to $4.2 billion.,"Variable annuity sales were $4.2 billion, 82 percent higher than a year ago. Variable annuity sales surged 82 percent to $4.2 billion.",False
0,1239028,1239041,"Adults, who were shy as toddlers, had stronger brain activity in a part of the brain associated with coyness.","When shown pictures of unfamiliar faces, adults who were shy toddlers showed a relatively high level of activity in a part of the brain called the amygdala.","Adults, who were shy as toddlers, had stronger brain activity in a part of the brain associated with coyness. When shown pictures of unfamiliar faces, adults who were shy toddlers showed a relatively high level of activity in a part of the brain called the amygdala.",False
0,440568,440402,"Acting Police Chief Francisco Ortiz said the explosion was being treated as a criminal matter, but no possibility had been ruled out.",Acting New Haven Police Chief Francisco Ortiz said police were treating the explosion as a criminal matter.,"Acting Police Chief Francisco Ortiz said the explosion was being treated as a criminal matter, but no possibility had been ruled out. Acting New Haven Police Chief Francisco Ortiz said police were treating the explosion as a criminal matter.",False
0,2565305,2565176,"He urged patience from Americans eager for the service, which is intended to block about 80 percent of telemarketing calls.",The free service was originally intended to block about 80 percent of telemarketer calls.,"He urged patience from Americans eager for the service, which is intended to block about 80 percent of telemarketing calls. The free service was originally intended to block about 80 percent of telemarketer calls.",False
1,2638975,2638855,"One of the FBI’s key operatives, who had a falling out with the bureau, provided an account of the operation at a friend’s closed immigration court proceeding.","One of the FBI's key operatives, who has had a falling-out with the bureau, provided an account of the operation at a friend's closed immigration court proceeding.","One of the FBI’s key operatives, who had a falling out with the bureau, provided an account of the operation at a friend’s closed immigration court proceeding. One of the FBI's key operatives, who has had a falling-out with the bureau, provided an account of the operation at a friend's closed immigration court proceeding.",True
0,3292501,3292585,"The state wants to kill the wolves in approximately a 1,700-square-mile area near the village of McGrath.","The state wants to kill the wolves in approximately a 1,700-square-mile area near McGrath to establish a moose nursery of sorts.","The state wants to kill the wolves in approximately a 1,700-square-mile area near the village of McGrath. The state wants to kill the wolves in approximately a 1,700-square-mile area near McGrath to establish a moose nursery of sorts.",False
0,555528,555584,"Broomhead, 34, was assigned to the 2nd Squadron, 3rd Armored Cavalry Regiment.","Quinn was assigned to the 3rd Armored Cavalry Regiment, based in Fort Carson, Colo.","Broomhead, 34, was assigned to the 2nd Squadron, 3rd Armored Cavalry Regiment. Quinn was assigned to the 3rd Armored Cavalry Regiment, based in Fort Carson, Colo.",False
0,315770,315638,"The Metropolitan Transportation Authority was given two weeks to restore the $1.50 fare and the old commuter railroad rates, York declared.","The Metropolitan Transportation Authority, which plans to appeal, was given until May 28 to restore the old subway and bus fare and the old commuter railroad rates.","The Metropolitan Transportation Authority was given two weeks to restore the $1.50 fare and the old commuter railroad rates, York declared. The Metropolitan Transportation Authority, which plans to appeal, was given until May 28 to restore the old subway and bus fare and the old commuter railroad rates.",False
1,1163538,1163992,"But while the prime minister's trial judders to a halt, his co-defendants in the same case are not protected.","While he is now spared that threat, his co-defendants in the same case are not protected.","But while the prime minister's trial judders to a halt, his co-defendants in the same case are not protected. While he is now spared that threat, his co-defendants in the same case are not protected.",True
0,1455619,1455672,"The injured were taken to hospitals in Jefferson City and Columbia, a college town about 30 miles to the north.","The injured were taken to hospitals in Jefferson City and Columbia, about 48km north; their conditions were not immediately available.","The injured were taken to hospitals in Jefferson City and Columbia, a college town about 30 miles to the north. The injured were taken to hospitals in Jefferson City and Columbia, about 48km north; their conditions were not immediately available.",False
1,1584601,1584582,Now they are waiting to see if Fed Chairman Alan Greenspan will try and repair the damage in his testimony to the House next week.,Now they were waiting to see if Fed Chairman Alan Greenspan would try to repair the damage done to bond prices in his testimony to the House next week.,Now they are waiting to see if Fed Chairman Alan Greenspan will try and repair the damage in his testimony to the House next week. Now they were waiting to see if Fed Chairman Alan Greenspan would try to repair the damage done to bond prices in his testimony to the House next week.,True
1,1057003,1057043,"This morning, at UM's New York office, Coen revised his expectations downward, saying that spending would instead rise 4.6 percent to $247 billion.","Speaking to reporters at a New York news conference, Universal McCann's Coen projected that total U.S. ad spending will rise 4.6 percent to $247.7 billion this year.","This morning, at UM's New York office, Coen revised his expectations downward, saying that spending would instead rise 4.6 percent to $247 billion. Speaking to reporters at a New York news conference, Universal McCann's Coen projected that total U.S. ad spending will rise 4.6 percent to $247.7 billion this year.",True
0,1757157,1756828,"In recent years, Mr. Hampton continued to run into trouble, facing charges of fare-beating and credit-card theft.","In recent years, Hampton kept in touch with friends and stayed in trouble: He faced charges of fare-beating and credit-car theft.","In recent years, Mr. Hampton continued to run into trouble, facing charges of fare-beating and credit-card theft. In recent years, Hampton kept in touch with friends and stayed in trouble: He faced charges of fare-beating and credit-car theft.",False
1,1257820,1257777,"Tyco later said the loan had not been forgiven, and Swartz repaid it in full, with interest, according to his lawyer, Charles Stillman.","Tyco has said the loan was not forgiven, but that Swartz fully repaid it with interest, according to his lawyer, Charles Stillman.","Tyco later said the loan had not been forgiven, and Swartz repaid it in full, with interest, according to his lawyer, Charles Stillman. Tyco has said the loan was not forgiven, but that Swartz fully repaid it with interest, according to his lawyer, Charles Stillman.",True
